customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
7620-GNYR,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.75,1421.64
7079-UZES,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.61,4098.44
4205-YZGA,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.12,2415.67
9940-IUTI,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.28,661.94
9906-PJXW,Male,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.16,760.67
6042-NUXO,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,927.77
4509-PDLR,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,98.66,4974.33
6186-XHYJ,Female,1,No,No,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,49.81,353.46
8270-RCNQ,Female,1,No,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,65.74,822.06
5651-BBUJ,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,101.98,4896.29
8889-ZCGB,Male,0,No,Yes,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),82.7,3073.27
3884-DNVB,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),94.11,973.23
6045-ADVD,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.24,3761.2
9473-YNYK,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,102.03,4007.81
7255-DUUU,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,93.86,3765.02
4446-MSQY,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,101.77,2293.65
2307-IRGP,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,83.34,862.82
2844-HNCC,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,56.47,1671.28
8485-GVAJ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.36,65.09
6597-EPPJ,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.49,1016.13
1699-AVOM,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,2323.76
8251-BLRH,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.57,1057.02
9200-UYIA,Male,1,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,71.8,1426.74
5279-PAQJ,Female,1,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.97,3782.37
6294-SBDI,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.79,1031.98
7088-YYPU,Female,0,Yes,No,42,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),62.35,2512.33
2596-IZRQ,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.85,5082.7
1017-BZPQ,Female,1,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.13,520.06
1106-MTBL,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),95.5,2081.85
1216-OKZT,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.01,466.76
2311-EPVF,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,83.83,1845.33
4501-BIPF,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,70.69,1061.42
6967-SLCE,Female,1,No,Yes,53,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.88,4940.69
1076-RDKT,Female,1,Yes,Yes,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.93,1231.77
4823-ERCN,Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.67,2855.83
6275-MJJZ,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.95,81.99
7828-FSMU,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.12,5182.0
9041-HYDT,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.17,3231.18
4586-ZBMS,Male,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.48,325.58
8030-YLNC,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.97,61.5
9839-FOYU,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,38.01,71.01
6860-GXLU,Male,0,No,Yes,13,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.67,768.12
7118-VGFB,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.59,809.55
9914-DOVV,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.73,183.24
6918-RTWF,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),92.99,4055.44
3130-DVTG,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.16,3176.42
5212-IVRG,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.53,586.61
9492-NPKI,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.53,2121.23
2292-CHSN,Male,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.38,414.36
2149-ELPX,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.13,4709.54
8903-ASCN,Female,1,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.96,705.05
9647-LQPF,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,97.92,1868.08
1337-DVFK,Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.67,495.48
7456-CMSO,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.75,3371.55
9746-GJIT,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,98.46,1439.28
9531-TYKX,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.23,6045.06
9122-AOOI,Female,1,Yes,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.87,4275.05
3179-JUJB,Female,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.42,1497.47
3696-EAOY,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,84.95,5111.85
4506-PPHM,Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.47,1226.31
9958-ZBTZ,Female,1,No,No,46,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,64.89,2791.36
4705-FYTB,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.07,699.85
1902-MJMF,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.17,4632.75
4600-CGTU,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.62,4532.28
7276-XQPT,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,86.16,4429.55
2363-CRWJ,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,71.32,2742.91
8304-PAMM,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.67,3159.38
5858-VXSZ,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.46,
1509-DREI,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.49,1959.59
1448-XILV,Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.02,940.97
4715-WKHX,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,89.69,1749.88
4451-GOBI,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.37,5657.4
4344-KIJN,Male,1,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.06,586.68
1492-ZAZO,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.55,1517.21
4421-USWU,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,96.02,356.31
6596-ZQAS,Female,1,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.64,402.95
3270-FSRR,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,109.28,1580.76
2790-UHHD,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),108.45,2431.87
2415-TTFF,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.44,1362.98
8026-OEKB,Female,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),90.61,2530.76
5998-TILT,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,88.58,723.13
6516-WVTS,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.73,354.96
5476-JCCK,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.87,1038.77
7188-ABGU,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.16,1629.67
7043-WKFB,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.39,291.78
1927-IQVH,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.97,3223.64
5937-UQAN,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.58,815.84
5689-BOPV,Female,1,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,96.75,3882.8
1740-NYAH,Female,0,No,No,44,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),85.19,3544.44
1346-IJSF,Male,0,No,No,34,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.48,2226.24
9977-VIMW,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.86,1284.0
8222-SAIK,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,88.61,350.26
3843-RGRO,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.03,1434.36
3232-JKSD,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.32,2217.41
9326-WNBB,Female,0,No,No,21,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,62.73,1264.33
9886-GXMM,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,63.57,
2705-NZSU,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,88.72,3688.64
1272-HYVC,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.1,142.94
9182-CSLM,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.3,848.23
9280-QFJU,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,99.81,5262.33
7210-NCYZ,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.44,2034.15
3696-YNDU,Female,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.07,964.6
8845-OOAE,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,87.37,2200.97
7829-REPT,Male,1,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.53,486.53
7708-LVYS,Female,0,No,No,32,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,69.65,2136.71
2804-XWUJ,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.98,832.76
8368-DTIA,Female,1,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.53,815.64
7506-ECGY,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.03,2582.86
3791-XHCZ,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.11,279.07
1472-LLGN,Female,0,No,No,40,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,101.29,3913.91
1041-UXUN,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.51,1128.63
2776-WDYX,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,97.7,931.38
4992-HAOF,Male,1,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),86.87,1287.05
3025-XBQB,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.45,349.96
4402-IEJM,Female,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,96.49,1235.1
6654-MTPL,Male,1,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.92,2374.26
6866-ENLV,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.34,1461.48
3611-JGBH,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.25,2049.33
5391-XAEG,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,59.59,58.44
8510-UVDY,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.79,2429.98
5036-LHPC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.74,2124.57
7330-AIEI,Male,0,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,83.22,1863.27
8055-UPZF,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,92.29,2819.84
2880-DNUX,Male,1,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),81.55,3563.75
5502-JULF,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),58.23,445.83
6414-JGBE,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.76,4230.05
7935-FUGK,Male,0,Yes,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.84,1750.4
6549-LHJM,Male,1,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.53,1000.84
9380-BNXL,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,87.77,4590.43
3918-YUMC,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.89,806.25
4651-CQKO,Male,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,93.66,1934.55
9158-PNKL,Female,0,No,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,62.92,3420.94
1839-KPCV,Male,1,No,No,32,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.95,1767.24
2914-VDAI,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.48,2244.67
2898-ZWDU,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,92.67,2189.18
8223-DKKA,Female,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.68,244.12
8576-SQJH,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.39,4774.4
9090-HUGX,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.6,2013.63
8617-ZNMZ,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),93.57,3118.29
9083-DPIF,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,99.19,3699.41
4116-ITSQ,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.04,335.3
8998-GGOZ,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.9,4341.3
1485-RQYJ,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),70.38,263.37
1242-WRLT,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.97,169.94
3516-YZWA,Female,0,No,No,28,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,80.19,2270.2
9636-VJGD,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),100.37,2750.41
7483-RZUG,Male,1,Yes,No,9,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.36,624.87
7189-AVCW,Male,1,No,No,64,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.68,4909.77
1625-DYJV,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,84.13,5394.09
9454-KFRZ,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.11,4462.7
3039-YZFO,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.82,754.97
9481-UORA,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),99.07,297.64
2390-DINC,Male,0,Yes,Yes,46,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,70.11,2963.57
1029-YKIP,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.68,574.78
6660-DAFQ,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.76,527.06
5016-ZMGJ,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.82,2183.8
8340-WORA,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,105.91,2894.98
7832-OISU,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.48,5258.57
7372-YRFP,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,93.82,541.2
1888-AMME,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.22,89.22
7491-QPCR,Female,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,89.91,3636.94
3660-DQVR,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.2,731.19
8704-PEQC,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.9,4429.53
3353-SMBD,Male,0,No,Yes,12,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,63.64,690.16
7755-DITM,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,82.72,1724.8
1331-BZIQ,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.95,2816.24
1771-XCUK,Male,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.18,5411.02
7633-AMZT,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.69,176.09
2374-DLYU,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.3,1486.76
6388-OVGX,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.6,4355.63
3072-DEBI,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.87,1279.91
9474-MLBD,Male,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,94.54,4889.33
7380-USOO,Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.57,4778.14
2912-MEZE,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.58,1522.39
3596-CKWR,Male,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.41,19.93
1660-BPOC,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.61,4139.7
2963-YZIM,Female,0,No,Yes,58,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.89,5657.86
2553-OHAL,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.78,2969.8
